player_name,birthday,bmi,date,overall_rating,potential,preferred_foot,long_shots,attack,skill,movement,power,mentality,defend,goal_keep
Diego Alves,1985-06-24,23.5,2016-01-28,82.0,82.0,left,22.0,24.4,21.4,63.0,48.0,32.8,14.0,80.8
Diego Benaglio,1983-09-08,23.86,2016-02-25,80.0,80.0,right,11.0,16.2,17.8,51.4,45.0,25.4,12.3,76.4
Diego Biseswar,1988-03-08,25.22,2016-02-04,72.0,72.0,right,78.0,60.6,73.8,81.0,72.8,53.4,23.3,11.2
Diego Capel,1988-02-16,22.5,2016-04-28,75.0,75.0,left,63.0,68.0,70.4,86.0,57.2,64.6,35.7,10.2
Diego Carlos,1993-03-15,23.6,2016-04-21,70.0,77.0,right,57.0,44.4,53.4,61.2,71.8,50.4,69.7,9.8
Diego Castro,1982-07-02,22.74,2016-01-28,74.0,74.0,right,72.0,66.8,74.2,76.8,63.8,70.4,38.0,10.2
Diego Ciccone,1987-07-21,24.78,2016-03-10,57.0,57.0,right,42.0,50.6,50.8,64.2,52.4,56.0,52.3,1.0
Diego Contento,1990-05-01,23.39,2016-05-12,73.0,75.0,left,58.0,56.2,62.6,71.6,65.4,61.2,75.0,11.8
Diego Costa,1988-10-07,24.01,2016-04-21,85.0,86.0,right,69.0,75.8,65.8,70.6,77.6,73.6,33.7,11.0
Diego Daniel Colotto,1981-03-10,24.28,2016-03-03,74.0,74.0,right,56.0,57.6,54.8,57.4,70.0,58.4,76.0,11.6
Diego Fabbrini,1990-07-31,21.29,2016-03-17,71.0,74.0,right,65.0,65.6,70.2,71.4,63.0,51.0,22.7,10.6
Diego Falcinelli,1991-06-26,22.16,2016-05-05,69.0,73.0,right,66.0,58.0,53.6,69.8,69.2,50.2,13.7,8.8
Diego Farias,1990-05-10,22.2,2016-05-19,71.0,73.0,right,68.0,61.4,67.6,84.8,60.6,52.8,16.7,7.6
Diego Galo,1984-01-14,22.96,2016-05-12,72.0,72.0,right,26.0,44.6,37.4,57.4,59.6,49.2,73.7,9.6
Diego Godin,1986-02-16,21.24,2016-01-28,86.0,86.0,right,43.0,62.6,59.0,68.0,69.8,64.0,87.0,9.8
Diego Gomez,1984-01-05,24.96,2016-01-14,63.0,63.0,right,50.0,44.6,64.6,72.4,54.0,50.6,19.7,12.2
Diego Laxalt,1993-02-07,20.95,2016-05-12,73.0,78.0,left,66.0,59.6,69.4,76.0,71.2,55.8,51.0,9.8
Diego Llorente,1993-08-16,21.51,2016-03-17,73.0,80.0,right,37.0,54.0,49.2,61.6,57.8,59.6,73.7,9.4
Diego Lopes,1994-05-03,22.08,2016-06-09,72.0,79.0,right,64.0,62.4,69.4,77.0,55.8,63.8,48.3,12.0
Diego Lopez,1981-11-03,22.77,2016-05-05,79.0,79.0,right,11.0,15.0,15.6,51.0,41.8,27.4,13.7,77.6
Diego Marino,1990-05-09,21.77,2016-05-12,73.0,75.0,right,24.0,21.0,16.0,53.4,43.6,20.4,15.0,73.0
Diego Milito,1979-06-12,23.33,2016-04-07,78.0,78.0,right,61.0,76.0,73.8,67.0,68.2,64.0,19.0,11.4
Diego Novaretti,1985-05-09,23.13,2016-03-17,71.0,71.0,left,26.0,41.6,46.6,48.0,48.6,46.4,72.7,9.4
Diego Perotti,1988-07-26,22.1,2016-05-05,79.0,80.0,right,75.0,68.4,75.6,80.6,68.0,61.0,25.7,8.2
Diego Reyes,1992-09-19,20.93,2016-02-25,75.0,83.0,right,56.0,59.0,62.6,66.8,62.2,65.8,78.3,9.8
Diego Rolan,1993-03-24,22.53,2016-03-31,77.0,82.0,right,65.0,73.2,72.2,77.2,69.0,63.6,26.0,9.8
Diego Rubio,1993-05-15,24.39,2016-06-23,69.0,76.0,right,65.0,64.6,56.4,72.4,65.4,58.2,24.7,10.8
Diego Seoane Perez,1988-04-26,23.71,2016-04-28,68.0,68.0,right,50.0,53.6,57.2,68.0,63.8,58.4,68.7,9.8
Diego Valeri,1986-05-01,23.67,2016-06-30,77.0,77.0,right,84.0,71.0,77.6,72.6,73.0,64.2,29.7,12.0
Dieumerci Mbokani,1985-11-22,21.24,2016-03-10,78.0,78.0,right,68.0,69.8,59.6,78.0,78.2,64.6,26.7,9.0
Dieumerci Ndongala,1991-06-14,20.67,2016-04-28,70.0,73.0,right,54.0,58.8,65.2,82.6,64.0,53.8,23.7,11.0
Dimas Delgado,1983-02-06,22.38,2016-04-07,64.0,64.0,right,67.0,54.4,61.6,62.0,73.0,57.2,58.0,10.0
Dimitar Berbatov,1981-01-30,21.18,2016-01-28,80.0,80.0,right,70.0,82.0,77.6,61.0,69.0,64.0,11.7,10.6
Dimitar Rangelov,1983-03-07,23.87,2016-05-19,69.0,69.0,right,65.0,66.4,65.2,68.4,67.6,63.0,35.7,12.2
Dimitri Cavare,1995-02-05,22.76,2016-02-25,70.0,77.0,right,39.0,52.0,50.6,62.8,63.8,54.8,71.7,10.0
Dimitri Foulquier,1993-03-23,23.33,2016-02-04,71.0,77.0,right,53.0,58.0,63.4,68.4,67.6,63.4,71.7,9.6
Dimitri Mohamed,1989-06-10,20.89,2016-06-16,61.0,62.0,left,54.0,55.6,56.2,70.0,59.8,57.2,55.3,12.4
Dimitri Payet,1987-03-29,25.1,2016-04-14,83.0,83.0,right,83.0,76.4,86.8,77.2,71.0,68.0,40.7,12.2
Dimitrios Pelkas,1993-10-26,22.15,2016-01-28,71.0,79.0,right,68.0,61.8,69.8,76.2,58.4,55.2,23.7,12.6
Din Sula,1998-03-02,22.38,2016-03-24,54.0,70.0,right,53.0,47.4,42.8,59.6,50.2,42.8,13.7,8.6
Diney,1995-01-17,23.88,2016-04-14,64.0,75.0,right,27.0,39.6,34.6,44.8,55.0,47.4,66.0,11.4
Diniyar Bilyaletdinov,1985-02-27,22.43,2016-01-28,70.0,70.0,left,75.0,66.6,69.6,67.6,72.6,60.2,42.7,10.8
Dino Arslanagic,1993-04-24,23.75,2016-03-24,69.0,75.0,right,26.0,42.8,37.8,55.8,62.4,45.6,67.7,11.2
Diogo Amado,1990-01-21,22.81,2016-03-10,72.0,74.0,right,69.0,60.4,69.4,71.4,69.2,69.4,66.0,10.4
Diogo Figueiras,1991-07-01,22.76,2016-02-04,77.0,83.0,right,77.0,59.8,63.6,80.8,75.4,65.2,78.0,12.8
Diogo Jota,1996-12-01,22.1,2016-04-14,74.0,87.0,right,76.0,66.8,65.0,78.2,66.8,59.2,33.0,10.8
Diogo Salomao,1988-09-14,22.74,2016-03-31,71.0,72.0,left,66.0,64.6,70.6,76.4,61.6,55.4,42.3,11.4
Dion Cools,1996-06-04,23.06,2016-04-21,67.0,79.0,right,35.0,52.8,54.4,61.4,55.2,60.4,67.7,9.0
Dirceu,1988-01-05,24.25,2016-04-14,67.0,67.0,right,27.0,42.2,36.2,50.2,60.4,48.0,65.3,8.4
Dirk Kuyt,1980-07-22,25.09,2016-04-21,77.0,77.0,right,76.0,77.4,66.6,70.0,79.4,77.2,66.0,9.6
Dirk Marcellis,1988-04-13,24.55,2016-03-31,72.0,72.0,right,25.0,46.6,43.8,53.2,57.6,62.2,73.3,11.8
Divock Origi,1995-04-18,21.77,2016-04-14,76.0,83.0,right,69.0,72.0,61.4,77.2,73.4,56.6,24.0,14.0
Djakaridja Kone,1986-01-01,24.97,2016-04-07,69.0,69.0,right,32.0,49.4,53.0,68.4,61.8,55.4,68.3,9.6
Djalma,1987-05-30,23.48,2016-06-16,72.0,72.0,right,68.0,64.8,69.6,76.8,73.0,60.6,36.0,10.2
Djamel Bakar,1989-04-06,24.59,2016-04-21,68.0,68.0,right,72.0,62.0,64.8,74.8,68.2,55.8,19.7,12.4
Djamel Mesbah,1984-10-09,23.39,2016-04-21,71.0,71.0,left,74.0,64.0,70.4,73.4,68.2,62.4,68.7,9.0
Djaniny,1991-03-21,24.01,2016-04-28,72.0,74.0,right,62.0,63.8,64.0,73.4,70.8,63.6,23.0,10.6
Djavan Anderson,1995-04-21,22.74,2016-01-07,63.0,72.0,right,31.0,44.4,51.2,71.0,56.8,54.0,66.3,10.4
Djavan,1987-12-31,22.78,2016-03-10,74.0,74.0,left,43.0,55.8,60.2,72.2,69.6,63.2,73.3,8.6
Djordje Susnjar,1992-02-18,22.69,2016-02-18,55.0,61.0,right,50.0,47.4,41.4,56.2,57.4,42.0,15.3,8.8
Dmitriy Verkhovtsov,1986-10-10,24.39,2016-03-10,65.0,65.0,right,19.0,43.0,34.2,54.2,53.6,50.8,67.3,11.6
Do-Heon Kim,1982-07-14,21.56,2016-06-30,72.0,72.0,right,85.0,65.6,70.2,67.4,71.2,68.6,63.7,12.6
Dobrivoj Rusov,1993-01-13,21.25,2016-05-05,58.0,63.0,right,20.0,18.2,18.8,46.6,38.4,20.8,19.0,57.8
Dodi Lukebakio,1997-09-24,18.94,2016-04-28,65.0,79.0,left,62.0,53.8,62.2,74.0,56.4,40.8,18.7,10.6
Dodo,1992-02-06,20.61,2016-05-12,73.0,78.0,left,61.0,61.4,72.0,76.4,68.6,62.0,65.7,11.0
Doke Schmidt,1992-04-07,23.78,2016-03-17,64.0,68.0,right,56.0,50.0,50.8,65.2,61.8,60.8,68.3,12.8
Dolly Menga,1993-05-02,22.45,2016-05-12,66.0,74.0,left,64.0,58.4,52.6,78.8,69.2,57.6,53.0,10.0
Domen Crnigoj,1995-11-18,23.22,2016-04-28,60.0,74.0,right,51.0,44.0,54.2,68.0,58.6,43.0,40.0,10.8
Domenico Berardi,1994-08-01,21.56,2016-05-05,81.0,86.0,left,80.0,73.8,75.8,81.6,74.0,69.2,27.3,5.4
Domenico Criscito,1986-12-30,22.38,2016-03-31,79.0,79.0,left,65.0,66.4,70.4,74.8,72.2,70.6,79.7,11.4
Domenico Maietta,1982-08-03,22.38,2016-03-10,73.0,73.0,right,27.0,36.2,34.4,49.4,49.2,43.2,77.3,9.2
Domingo Cisma,1982-02-09,23.33,2016-03-31,72.0,72.0,left,56.0,58.2,73.6,67.0,69.4,67.0,71.3,12.4
Dominic Maroh,1987-03-04,24.67,2016-03-31,75.0,75.0,right,27.0,51.4,41.0,59.0,61.8,55.4,80.3,8.4
Dominic Solanke,1997-09-14,21.77,2016-06-30,68.0,81.0,right,59.0,64.6,60.6,70.0,65.0,50.2,20.3,11.4
Dominic Thomas,1996-02-14,22.4,2016-04-21,55.0,65.0,left,41.0,50.8,51.6,67.0,49.0,49.6,48.7,9.6
Dominik Furman,1992-07-06,22.18,2016-05-12,66.0,70.0,right,63.0,55.8,63.8,63.8,63.6,62.4,63.7,10.0
Dominik Kaiser,1988-09-16,23.18,2016-05-05,71.0,72.0,right,68.0,69.6,72.6,72.8,70.4,70.0,57.3,10.4
Dominik Kumbela,1984-04-20,23.87,2016-01-14,68.0,68.0,right,68.0,66.4,57.0,78.6,71.4,61.6,26.0,11.2
Dominik Stroh-Engel,1985-11-27,23.83,2016-01-21,69.0,69.0,right,57.0,59.2,54.8,51.4,65.8,58.8,30.3,13.4
Dominique Heintz,1993-08-15,24.65,2016-02-18,75.0,82.0,left,28.0,50.2,50.8,59.0,59.0,53.6,77.3,12.0
Dominique Malonga,1989-01-08,23.22,2016-01-28,65.0,65.0,right,61.0,61.6,57.2,63.2,67.8,53.8,33.0,11.0
Don Cowie,1983-02-15,23.1,2016-02-11,66.0,66.0,right,68.0,57.0,64.2,66.6,71.8,64.0,65.0,8.8
Donald Dering Djousse,1990-03-18,24.28,2016-05-12,61.0,63.0,right,54.0,51.0,48.4,69.4,68.2,49.8,15.3,11.8
Donervon Daniels,1993-11-24,26.52,2016-04-14,65.0,73.0,right,20.0,39.6,33.2,50.4,54.8,44.6,68.3,12.0
Dong-Won Ji,1991-05-28,21.83,2016-04-28,71.0,75.0,right,66.0,67.6,67.8,70.8,72.0,64.2,25.0,12.8
Donny van de Beek,1997-04-18,22.16,2016-03-03,69.0,83.0,right,62.0,63.0,66.8,62.6,66.0,62.8,48.7,10.2
Dorian Caddy,1995-03-20,24.67,2016-04-14,64.0,74.0,right,62.0,57.0,55.0,63.2,67.4,52.2,18.3,10.8
Dorian Dessoleil,1992-08-07,20.34,2016-03-24,66.0,70.0,left,32.0,41.8,40.8,60.0,56.2,50.0,66.0,11.4
Dorian Leveque,1989-11-22,22.73,2016-04-28,73.0,74.0,left,21.0,52.8,54.2,68.4,56.6,56.4,76.3,8.8
Dorlan Pabon,1988-01-24,25.99,2016-04-28,75.0,75.0,right,76.0,69.4,74.8,81.6,79.2,66.8,30.7,12.8
Dorus De Vries,1980-12-29,26.5,2016-02-25,71.0,71.0,right,12.0,16.0,19.8,46.0,42.8,23.4,11.3,72.0
Dossa Junior,1986-08-27,23.24,2016-06-09,70.0,70.0,right,24.0,51.0,50.2,61.2,59.8,51.0,68.3,10.8
Dougie Imrie,1983-08-03,23.39,2016-01-14,62.0,62.0,left,57.0,52.8,53.6,77.2,65.8,58.4,19.0,10.6
Douglao,1986-08-15,22.52,2016-02-11,76.0,76.0,right,36.0,50.0,44.0,44.0,62.8,55.0,76.3,10.8
Douglas Costa,1990-09-14,21.74,2016-04-28,83.0,86.0,left,78.0,72.0,80.6,88.0,72.2,66.6,50.0,10.8
Douglas,1988-01-12,21.42,2016-04-14,73.0,73.0,right,49.0,51.4,47.0,59.0,70.6,58.4,70.0,10.0
Dragos Grigore,1986-09-07,22.16,2016-05-26,73.0,73.0,right,64.0,56.0,57.0,61.6,72.2,60.6,74.3,11.0
Dries Mertens,1987-05-06,20.99,2016-05-05,81.0,81.0,right,80.0,67.4,81.0,87.0,67.2,65.8,37.3,7.8
Dries Wuytens,1991-03-18,23.87,2016-02-18,69.0,73.0,right,24.0,43.6,47.0,60.0,56.2,50.4,68.0,11.8
Duda,1980-06-27,23.18,2016-03-03,73.0,73.0,left,82.0,68.0,81.8,62.0,63.0,66.0,59.0,11.2
Dudu Paraiba,1985-03-11,21.9,2016-04-07,69.0,69.0,left,68.0,57.4,69.0,73.0,70.4,58.4,65.0,10.6
Duje Cop,1990-02-01,21.84,2016-02-04,72.0,74.0,right,70.0,68.6,69.6,67.8,64.8,60.8,24.3,13.0
Duncan Watmore,1994-03-08,23.48,2016-03-10,67.0,77.0,right,57.0,58.6,61.2,77.4,61.2,51.2,31.0,11.6
Dusan Basta,1984-08-18,21.56,2016-04-21,79.0,79.0,right,76.0,69.6,73.2,75.4,76.8,67.0,80.0,11.4
Dusan Kuciak,1985-05-21,24.71,2016-02-04,72.0,72.0,right,11.0,13.0,14.2,44.8,42.6,24.2,11.0,69.6
Dusan Svento,1985-08-01,22.1,2016-03-31,70.0,70.0,left,71.0,65.6,68.2,76.6,65.2,60.0,64.7,11.4
Dusan Tadic,1988-11-20,23.43,2016-03-10,78.0,78.0,left,66.0,72.4,80.6,76.0,68.0,65.0,33.3,12.2
Dusko Tosic,1985-01-19,22.69,2016-05-12,70.0,70.0,left,33.0,53.6,59.4,62.0,64.4,62.2,71.3,11.0
Duvan Zapata,1991-04-01,24.91,2016-05-12,77.0,80.0,right,72.0,68.4,59.2,72.6,79.4,53.4,22.0,8.0
Dwight Gayle,1990-10-20,23.1,2016-05-12,71.0,75.0,right,69.0,65.2,62.8,80.2,67.6,50.8,15.3,9.8
Dyego Sousa,1989-09-14,22.98,2016-05-12,69.0,71.0,right,60.0,61.6,46.2,53.0,68.4,59.0,26.0,10.0
Dylan Gissi,1991-04-27,23.75,2016-04-28,60.0,64.0,right,49.0,55.4,55.0,57.4,62.8,53.4,60.0,12.2
Dylan McGowan,1991-08-06,21.51,2016-03-31,64.0,67.0,right,32.0,44.6,47.6,56.6,59.0,49.0,64.0,11.8
Dziugas Bartkus,1989-11-07,24.25,2016-02-18,59.0,61.0,right,8.0,10.2,14.0,26.8,31.4,15.4,9.7,61.8
Eamonn Brophy,1996-03-06,22.15,2016-04-07,58.0,68.0,right,46.0,49.8,49.4,65.8,60.2,53.6,20.0,11.8
Ebenezer Assifuah,1993-07-03,23.42,2016-04-07,67.0,75.0,right,66.0,58.2,53.6,79.2,73.2,56.2,23.3,11.6
Eber Bessa,1992-03-21,23.56,2016-04-14,66.0,71.0,right,60.0,57.4,61.2,76.6,62.6,57.2,54.3,10.2
Ebrahima Ibou Sawaneh,1986-09-07,22.38,2016-04-28,65.0,65.0,left,61.0,60.6,61.8,73.4,65.6,51.4,28.0,9.2
Edder Farias,1988-04-12,24.82,2016-04-14,67.0,67.0,right,55.0,57.6,46.8,59.2,67.0,59.0,18.3,11.2
Eddy Israfilov,1992-08-02,22.0,2016-02-04,69.0,75.0,right,62.0,54.4,63.6,67.0,74.0,64.6,64.0,10.6
Eden Hazard,1991-01-07,24.78,2016-01-28,88.0,90.0,right,82.0,76.4,85.4,89.6,71.4,70.2,24.7,9.0
Edenilson,1989-12-18,24.81,2016-05-12,74.0,76.0,right,66.0,65.0,70.2,79.2,72.6,63.6,67.3,9.4
Eder Citadin Martins,1986-11-15,23.39,2016-04-28,79.0,79.0,right,76.0,72.6,72.4,82.4,67.2,63.2,21.3,10.0
Eder Luis,1985-04-19,24.12,2016-01-28,69.0,69.0,right,56.0,65.4,66.4,82.0,69.2,60.8,37.7,11.2
Eder,1987-12-22,22.98,2016-02-04,75.0,75.0,right,69.0,72.0,64.0,72.8,77.0,70.2,39.0,11.2
Ederson Moraes,1993-08-17,23.5,2016-04-14,73.0,83.0,left,18.0,19.2,23.8,47.2,42.8,29.2,10.7,74.8
Edgar Antonio Mendez,1991-04-30,21.18,2016-05-12,73.0,77.0,left,67.0,71.4,64.8,68.4,71.8,63.8,30.0,12.0
Edgar Barreto,1984-07-15,23.33,2016-05-12,73.0,73.0,right,73.0,65.0,74.0,67.8,71.2,70.6,69.7,12.2
Edgar Costa,1987-04-14,23.67,2016-05-12,69.0,69.0,right,70.0,63.8,67.4,72.6,65.8,59.8,33.7,10.6
Edgar Prib,1989-12-15,23.71,2016-05-05,74.0,76.0,left,74.0,66.0,71.0,75.8,73.4,66.2,64.3,9.0
Edgar Salli,1992-08-17,24.2,2016-03-17,73.0,78.0,right,62.0,65.6,64.2,85.8,58.4,43.8,20.3,10.2
Edin Cocalic,1987-12-05,23.75,2016-04-28,69.0,69.0,right,32.0,41.8,45.4,53.0,59.2,50.6,69.3,11.2
Edin Dzeko,1986-03-17,22.52,2016-05-12,80.0,80.0,right,71.0,74.0,66.0,62.2,75.0,65.0,18.3,12.6
Edinho,1983-01-15,25.09,2016-03-03,71.0,71.0,right,60.0,57.6,59.8,47.8,65.4,68.8,73.7,8.2
Edinson Cavani,1987-02-14,21.29,2016-03-17,85.0,85.0,right,78.0,80.6,73.2,75.6,83.0,75.2,32.0,10.6
Edmilson Fernandes,1996-04-15,19.25,2016-04-28,67.0,80.0,right,63.0,58.4,61.6,69.0,65.8,51.4,50.0,12.0
Edmilson Junior,1994-08-19,19.94,2016-03-24,71.0,79.0,right,72.0,58.6,69.8,75.4,70.6,59.2,46.0,11.8
Edmond Kapllani,1982-07-31,24.41,2016-05-05,66.0,66.0,right,63.0,65.4,55.4,55.8,63.4,54.2,32.3,12.0
Edoardo Goldaniga,1993-11-02,22.6,2016-03-10,70.0,77.0,right,41.0,40.4,44.6,52.0,64.0,41.6,71.0,11.6
Edson Braafheid,1983-04-08,23.43,2016-04-21,72.0,72.0,left,46.0,59.2,69.4,71.2,66.6,61.0,74.7,10.8
Edson Rivera,1991-11-04,23.71,2016-04-14,64.0,68.0,left,62.0,60.0,55.8,64.8,66.0,48.2,25.0,12.4
Edu Bedia,1989-03-23,22.11,2016-03-24,66.0,67.0,left,61.0,61.4,71.4,61.2,56.2,57.2,41.7,9.8
Edu Oriol,1986-11-05,22.74,2016-05-12,66.0,66.0,right,58.0,61.4,61.6,70.4,60.4,56.4,55.3,9.4
Eduardo Gottardi,1985-10-18,21.42,2016-04-21,74.0,74.0,right,12.0,14.6,15.6,49.0,39.2,28.6,14.0,73.6
Eduardo Vargas,1989-11-20,22.74,2016-01-21,78.0,80.0,right,76.0,72.0,73.4,83.4,72.8,61.4,31.7,10.8
Eduardo,1983-02-25,22.81,2016-04-21,73.0,73.0,left,74.0,72.8,70.2,70.6,63.0,56.8,22.7,11.0
Eduards Visnakovs,1990-05-10,19.77,2016-03-24,63.0,65.0,right,64.0,54.0,54.8,61.8,64.8,47.8,27.0,11.2
Edward Ofere,1986-03-28,23.12,2016-03-10,65.0,65.0,right,50.0,60.4,50.2,51.6,66.8,54.4,40.3,10.4
Edwin Gyasi,1991-06-01,22.16,2016-03-17,66.0,69.0,left,56.0,57.0,55.8,79.8,66.8,48.8,16.7,10.6
Efe Ambrose,1988-10-18,19.25,2016-02-11,69.0,69.0,right,48.0,51.4,58.2,61.0,67.0,54.4,67.3,12.8
Efrain Juarez,1988-02-22,23.43,2016-04-28,68.0,68.0,right,55.0,57.4,63.8,66.8,66.4,61.2,66.0,9.0
Efstathios Tavlaridis,1980-01-25,23.62,2016-02-25,73.0,73.0,right,56.0,44.6,48.6,57.6,66.2,57.4,74.3,8.4
Egidio Arevalo,1982-01-01,25.99,2016-06-16,72.0,72.0,right,55.0,56.6,61.6,68.2,69.8,69.2,72.3,10.8
Egor Filipenko,1988-04-10,22.52,2016-04-14,73.0,73.0,right,39.0,48.0,43.2,49.6,56.6,60.4,74.7,9.2
Eidur Gudjohnsen,1978-09-15,25.86,2016-05-26,72.0,72.0,right,71.0,69.4,68.6,49.2,61.8,63.4,37.7,10.4
Eiji Kawashima,1983-03-20,23.88,2016-01-07,69.0,69.0,right,19.0,18.2,20.0,54.2,45.0,19.8,11.3,69.0
El-Hadji Ba,1993-03-05,22.11,2016-04-21,57.0,64.0,right,46.0,49.0,52.8,64.6,62.0,59.0,48.3,10.8
Elano,1981-06-14,23.78,2016-03-10,74.0,74.0,right,80.0,71.2,76.8,67.6,65.4,70.0,56.0,9.6
Eli Babalj,1992-02-21,23.13,2016-03-03,60.0,65.0,right,45.0,51.4,51.6,54.4,60.4,45.4,20.0,9.6
Eliaquim Mangala,1991-02-13,23.75,2016-05-12,79.0,82.0,left,41.0,54.8,55.2,68.2,72.4,59.4,79.3,10.6
Elias Kachunga,1992-04-22,23.39,2016-01-07,69.0,73.0,right,67.0,65.2,58.2,79.0,71.4,50.8,21.7,9.4
Elimane Coulibaly,1980-03-15,24.5,2016-04-21,64.0,64.0,right,61.0,62.6,42.8,41.0,60.8,60.0,26.3,16.8
Eliseu,1983-10-01,24.37,2016-04-14,77.0,77.0,left,88.0,66.6,69.2,77.0,82.8,71.4,77.3,14.4
Eljero Elia,1987-02-13,25.1,2016-03-03,75.0,75.0,right,64.0,64.4,70.2,83.6,67.8,58.0,28.0,10.6
Elliot Grandin,1987-10-17,20.95,2016-04-14,63.0,63.0,right,44.0,61.4,63.2,70.6,58.6,54.8,44.0,13.2
Elliott Bennett,1988-12-18,23.1,2016-01-07,68.0,69.0,right,71.0,57.0,65.6,74.0,63.0,58.0,59.0,9.4
Elliott L. Ward,1985-01-19,24.14,2016-01-28,67.0,67.0,right,33.0,42.6,37.6,54.0,61.6,53.6,68.3,10.8
Ellyes Skhiri,1995-05-10,20.05,2016-04-14,64.0,69.0,right,60.0,62.0,63.2,62.4,63.0,60.8,65.3,13.0
Eloge Enza-Yamissi,1983-01-23,22.74,2016-01-07,65.0,65.0,left,56.0,60.4,64.6,71.0,70.8,57.4,67.3,19.4
Elohim Rolland,1989-03-03,23.06,2016-05-12,68.0,69.0,right,71.0,60.8,60.8,64.6,70.2,62.6,62.7,8.0
Eloy Room,1989-02-06,22.98,2016-02-25,74.0,75.0,right,12.0,17.4,18.4,51.0,39.6,24.4,16.3,73.8
Elsad Zverotic,1986-10-31,24.68,2016-03-10,67.0,67.0,right,75.0,52.2,58.0,67.8,77.4,60.8,67.3,12.2
Elseid Hysaj,1994-02-02,20.89,2016-04-21,77.0,81.0,right,41.0,58.0,54.0,77.2,66.0,62.0,78.7,10.4
Elso Brito,1994-04-02,20.61,2016-01-28,62.0,70.0,left,56.0,51.8,65.2,68.4,58.8,61.2,66.0,11.6
Elvis Bratanovic,1992-08-01,24.82,2016-02-11,57.0,63.0,right,61.0,51.4,47.6,57.8,58.4,43.0,18.0,10.8
Elvis Manu,1993-08-13,23.42,2016-04-21,73.0,78.0,right,69.0,67.4,62.6,81.8,74.2,53.6,23.7,9.6
Emanuel Insua,1991-04-10,25.24,2016-01-21,73.0,77.0,left,65.0,56.4,56.6,73.0,71.4,63.8,73.0,9.6
Emanuel Pogatetz,1983-01-16,24.75,2016-05-12,68.0,68.0,left,36.0,42.8,32.4,40.4,59.2,50.8,70.0,8.6
Emanuel Sarki,1987-12-26,22.15,2016-04-07,63.0,63.0,right,62.0,50.6,60.8,79.6,61.8,47.8,39.3,12.0
Emanuele Calaio,1982-01-08,23.67,2016-02-18,73.0,73.0,left,56.0,68.4,62.4,73.4,71.2,58.6,14.7,8.0
Emanuele Giaccherini,1985-05-05,21.31,2016-05-05,77.0,77.0,right,80.0,70.0,75.6,80.8,67.4,70.6,60.7,12.0
Emanuele Suagher,1992-11-26,22.03,2016-01-14,70.0,75.0,right,50.0,36.8,37.4,55.8,67.4,38.2,75.0,11.2
Emerson,1980-08-16,22.6,2016-04-14,69.0,69.0,left,84.0,40.8,63.6,60.4,76.4,44.8,66.7,9.8
Emidio Rafael,1986-01-24,23.01,2016-03-24,68.0,68.0,left,72.0,58.4,70.6,67.4,68.6,61.0,71.0,9.6
Emil Hallfredsson,1984-06-29,24.14,2016-05-12,75.0,75.0,left,76.0,67.0,75.2,67.8,75.6,73.4,70.0,10.0
Emil Krafth,1994-08-02,24.27,2016-04-21,67.0,74.0,right,50.0,54.4,61.0,71.6,61.8,58.4,66.7,11.4
Emiliano Albin,1989-01-24,23.42,2016-04-21,69.0,69.0,right,43.0,56.0,60.0,75.8,59.0,59.2,67.7,11.6
Emiliano Daniel Armenteros,1986-01-18,23.99,2016-03-24,70.0,70.0,left,75.0,65.4,72.4,69.0,69.0,61.8,49.7,8.0
Emiliano Martinez,1992-09-02,22.76,2016-06-09,66.0,74.0,right,26.0,22.8,25.4,54.2,39.6,30.6,17.3,67.4
Emiliano Moretti,1981-06-11,23.6,2016-05-05,77.0,77.0,left,39.0,47.0,51.6,61.4,63.0,54.8,79.0,11.0
Emiliano Sala,1990-10-31,21.18,2016-05-05,72.0,75.0,right,66.0,66.6,54.6,63.4,71.0,62.6,19.3,8.2
Emiliano Viviano,1985-12-01,23.48,2016-06-09,80.0,80.0,left,18.0,18.2,21.4,41.4,38.4,23.8,13.7,80.4
Emilijus Zubas,1990-07-10,20.87,2016-03-24,65.0,68.0,right,22.0,17.6,19.4,45.4,38.2,21.4,19.7,63.4
Emilio Izaguirre,1986-05-10,23.1,2016-01-14,71.0,71.0,left,33.0,51.8,64.8,75.4,66.4,63.8,71.3,9.6
Emilio Nsue,1989-09-30,23.71,2016-01-28,71.0,73.0,right,57.0,62.6,64.4,79.4,76.0,63.2,64.3,12.2
Emir Bajrami,1988-03-07,24.39,2016-03-10,70.0,70.0,left,73.0,62.4,69.4,74.8,70.6,50.0,29.0,13.4
Emmanuel Adebayor,1984-02-26,22.62,2016-03-24,78.0,78.0,right,71.0,74.8,64.2,67.0,76.6,66.2,22.3,11.2
Emmanuel Agyemang-Badu,1990-12-02,23.87,2016-05-12,74.0,77.0,right,74.0,69.4,67.6,81.4,78.8,69.6,71.3,11.2
Emmanuel Boateng,1996-05-23,20.23,2016-04-28,65.0,76.0,right,51.0,60.6,56.2,77.8,67.4,51.6,32.7,13.4
Emmanuel Cascione,1983-09-22,22.6,2016-01-14,70.0,70.0,right,62.0,56.8,66.6,64.6,75.8,70.0,65.3,10.2
Emmanuel Eboue,1983-06-04,23.1,2016-03-10,75.0,75.0,right,76.0,67.8,59.2,78.2,75.4,68.0,74.0,13.4
